Quadrat.ID,Region,Age,Redox.potential,Relative.tidal.height,Spar,Sali,Suae,Atri,Aste,Limo,Pucc,Trig,Plan,Elyt
FOULTON C34,essex,AR,329,0.85,0,0,0,1,1,0,1,0,0,0
FOULTON C35,essex,AR,382,0.76,0,0,0,1,1,0,1,0,0,0
FOULTON C36,essex,AR,369,0.73,0,0,1,1,1,0,1,1,0,0
FOULTON C37,essex,AR,364,0.82,0,0,1,1,1,0,1,0,0,0
FOULTON C38,essex,AR,401,0.86,0,0,0,1,0,0,1,0,0,1
FOULTON C39,essex,AR,448,0.81,0,0,1,1,0,0,0,0,0,1
FOULTON C4,essex,AR,179,0.79,0,1,1,1,1,1,1,0,0,0
FOULTON C40,essex,AR,363,0.84,0,0,0,1,1,0,1,0,0,0
FOULTON C41,essex,AR,282,0.8,0,1,1,1,0,1,1,1,0,0
FOULTON C42,essex,AR,249,0.72,1,1,1,0,0,1,1,1,0,0
FOULTON C43,essex,AR,180,0.78,0,1,1,0,0,1,1,1,0,0
FOULTON C44,essex,AR,39,1.19,0,0,0,0,0,0,0,0,0,0
FOULTON C45,essex,AR,139,0.65,1,0,1,0,1,0,1,0,0,0
FOULTON C46,essex,AR,229,0.73,0,1,0,0,1,1,1,1,0,0
FOULTON C47,essex,AR,239,0.32,0,0,1,0,0,0,0,0,0,0
FOULTON C48,essex,AR,229,0.26,0,0,1,0,0,0,0,0,0,0
FOULTON C49,essex,AR,381,0.76,0,0,0,1,0,0,0,0,0,0
FOULTON C5,essex,AR,324,0.74,0,0,1,1,1,1,1,0,0,0
FOULTON C50,essex,AR,419,1.18,0,0,0,0,0,0,0,0,0,1
FOULTON C6,essex,AR,314,0.8,0,0,1,1,1,0,1,0,0,0
FOULTON C7,essex,AR,344,0.79,0,0,1,1,1,0,1,0,0,0
FOULTON C8,essex,AR,324,0.86,0,0,1,1,1,0,1,0,0,0
FOULTON C9,essex,AR,302,0.83,0,1,0,1,1,1,1,0,0,0
FREI NAT 01,norfolk,NAT,141,0.01,0,1,0,0,0,0,0,0,0,0
FREI NAT 02,norfolk,NAT,145,0.02,0,1,0,0,0,0,0,0,0,0
FREI NAT 03,norfolk,NAT,-7.5,-0.04,0,1,0,0,0,0,0,0,0,0
FREI NAT 04,norfolk,NAT,114,0.09,1,1,1,0,0,0,0,0,0,0
FREI NAT 05,norfolk,NAT,-37,0.13,0,1,1,0,0,0,0,0,0,0
FREI NAT 06,norfolk,NAT,222.5,0.14,1,1,0,0,1,0,0,0,0,0
FREI NAT 07,norfolk,NAT,42.5,0.23,0,1,1,0,0,0,0,0,0,0
FREI NAT 08,norfolk,NAT,44,0.27,1,1,1,0,0,0,0,0,0,0
FREI NAT 09,norfolk,NAT,197.8,0.34,0,1,1,0,0,0,0,0,0,0
FREI NAT 10,norfolk,NAT,265.5,0.35,1,1,1,1,1,0,1,0,0,0
FREI NAT 11,norfolk,NAT,322.6,0.37,1,0,1,0,1,0,0,0,0,0
FREI NAT 12,norfolk,NAT,268.7,0.42,0,0,1,1,1,0,1,0,0,0
FREI NAT 13,norfolk,NAT,322.6,0.43,0,0,0,1,0,0,0,0,0,0
FREI NAT 14,norfolk,NAT,298.7,0.42,0,0,1,1,0,0,0,0,0,0
FREI NAT 15,norfolk,NAT,140.8,0.46,0,0,0,0,0,0,1,0,0,0
FREI NAT 16,norfolk,NAT,306.9,0.47,1,1,1,0,1,0,1,0,0,0
FREI NAT 17,norfolk,NAT,236,0.52,0,1,1,1,1,0,1,0,0,0
FREI NAT 18,norfolk,NAT,41.2,0.5,0,0,0,1,0,0,0,0,0,0
FREI NAT 19,norfolk,NAT,86,0.48,0,0,0,0,1,0,1,0,0,0
FREI NAT 20,norfolk,NAT,290,0.55,0,0,0,1,0,0,0,0,0,0
FREI NAT 21,norfolk,NAT,283.4,0.52,0,0,0,1,0,0,0,0,0,0
FREI NAT 22,norfolk,NAT,353.7,0.74,0,0,0,1,1,0,1,0,0,0
FREI NAT 23,norfolk,NAT,247.4,0.42,0,0,0,1,0,0,1,0,0,0
FREI NAT 24,norfolk,NAT,247.8,0.42,1,0,0,0,0,0,1,0,0,0
FREI NAT 25,norfolk,NAT,350.9,0.47,0,0,0,0,0,0,1,0,0,0
FREI NAT 26,norfolk,NAT,295,0.43,0,0,1,1,1,0,1,0,0,0
FREI NAT 27,norfolk,NAT,330,0.53,0,0,0,1,0,0,0,0,0,0
FREI NAT 28,norfolk,NAT,272,0.49,0,0,0,1,0,0,1,0,0,0
FREI NAT 29,norfolk,NAT,127,0.46,0,0,0,1,0,0,0,0,0,0
FREI NAT 30,norfolk,NAT,36,0.47,0,0,0,1,0,0,1,0,0,0
FREI NAT 31,norfolk,NAT,26,0.44,1,1,1,0,1,0,0,0,0,0
FREI NAT 32,norfolk,NAT,304,0.39,1,1,1,1,1,0,1,0,0,0
FREI NAT 33,norfolk,NAT,469,0.38,0,1,1,0,0,0,0,0,0,0
FREI NAT 34,norfolk,NAT,105,0.26,1,1,1,0,1,0,0,0,0,0
FREI NAT 35,norfolk,NAT,-64,0.25,1,0,0,0,0,0,0,0,0,0
FREI NAT 36,norfolk,NAT,81,0.24,0,1,1,0,0,0,0,0,0,0
FREI NAT 37,norfolk,NAT,4.7,0.17,1,1,0,0,0,0,0,0,0,0
FREI NAT 38,norfolk,NAT,135.5,0.14,0,1,1,0,0,0,0,0,0,0
FREI NAT 39,norfolk,NAT,29.5,0.04,1,1,1,0,0,0,0,0,0,0
FREI NAT 40,norfolk,NAT,121,0.02,0,1,1,0,0,0,0,0,0,0
FREI NAT 41,norfolk,NAT,-54,0.01,0,1,1,0,0,0,0,0,0,0
FREI NAT 42,norfolk,NAT,-191,-0.03,1,1,1,0,0,0,0,0,0,0
FREI NAT 43,norfolk,NAT,276,0.74,0,0,0,1,1,0,1,0,1,1
FREI NAT 44,norfolk,NAT,198.4,0.28,1,1,0,0,1,0,0,0,0,0
FREI NAT 45,norfolk,NAT,-46,0.31,1,1,1,0,1,0,1,0,0,0
FREI NAT 46,norfolk,NAT,86,0.28,0,1,1,0,1,0,0,0,0,0
FREI NAT 47,norfolk,NAT,142.5,0.31,0,0,1,0,1,0,0,0,0,0
FREI NAT 48,norfolk,NAT,225.3,0.25,0,1,1,0,0,0,0,0,0,0
FREI NAT 49,norfolk,NAT,2,0.23,0,1,1,0,0,0,0,0,0,0
FREI NAT 50,norfolk,NAT,-54,0.15,0,1,1,0,0,0,0,0,0,0
FREI NAT 51,norfolk,NAT,142.6,0.13,0,1,1,0,0,0,0,0,0,0
FREI NAT 52,norfolk,NAT,121.5,0.07,0,1,1,0,0,0,0,0,0,0
FREI NAT 53,norfolk,NAT,-237,0.03,1,1,0,0,0,0,0,0,0,0
FREI NAT 54,norfolk,NAT,-276,-0.02,0,1,0,0,0,0,0,0,0,0
FREI NAT 55,norfolk,NAT,-328,-0.06,0,1,0,0,0,0,0,0,0,0
FREI NAT 56,norfolk,NAT,-267,-0.04,0,1,0,0,0,0,0,0,0,0
FREI NAT 57,norfolk,NAT,72,-0.12,0,1,1,0,0,0,0,0,0,0
FREI NAT 58,norfolk,NAT,-331,0.07,0,1,1,0,0,0,0,0,0,0
FREI NAT 59,norfolk,NAT,62.2,0.12,0,1,1,0,0,0,0,0,0,0
FREI NAT 60,norfolk,NAT,171,0.18,0,1,1,0,1,0,0,0,0,0
FREI NAT 61,norfolk,NAT,234,0.25,1,1,1,0,0,0,0,0,0,0
FREI NAT 62,norfolk,NAT,339,0.3,0,1,1,0,0,0,0,0,0,0
FREI NAT 63,norfolk,NAT,164.2,0.25,1,0,0,0,0,0,0,0,0,0
FREI NAT 64,norfolk,NAT,328,0.28,1,1,1,0,1,0,1,0,0,0
FREI NAT 65,norfolk,NAT,198,0.31,1,1,0,1,1,0,1,0,0,0
FREI NAT 66,norfolk,NAT,294,0.42,0,1,1,0,1,0,1,0,0,0
Frei_ph01,norfolk,MR,396,0.54,1,0,0,1,1,0,1,0,0,0
Frei_ph02,norfolk,MR,251,0.47,0,0,1,1,1,0,1,0,0,0
Frei_ph03,norfolk,MR,386.5,0.53,0,0,0,1,1,0,1,0,0,0
Frei_ph04,norfolk,MR,346.6,0.48,0,0,1,1,1,0,1,0,0,0
Frei_ph05,norfolk,MR,84,0.46,0,1,1,1,1,0,1,0,0,0
Frei_ph06,norfolk,MR,368.5,0.47,0,1,1,1,1,0,1,0,0,0
Frei_ph07,norfolk,MR,287,0.53,0,0,0,1,1,0,1,0,0,0
Frei_ph08,norfolk,MR,393,0.44,0,0,0,1,1,0,1,0,0,0
Frei_ph09,norfolk,MR,84,0.37,1,1,1,0,0,0,0,0,0,0
Frei_ph10,norfolk,MR,105,0.41,1,1,1,0,1,0,1,0,0,0
Frei_ph100,norfolk,MR,-130,0.27,0,1,0,0,0,0,0,0,0,0
Frei_ph11,norfolk,MR,100,0.33,0,1,1,1,1,0,1,0,0,0
Frei_ph12,norfolk,MR,159,0.42,1,1,0,1,1,0,1,0,0,0
Frei_ph13,norfolk,MR,181,0.39,1,1,0,0,0,0,1,0,0,0
Frei_ph14,norfolk,MR,165,0.39,0,1,1,0,1,0,1,0,0,0
Frei_ph15,norfolk,MR,127.7,0.41,0,1,1,0,0,0,1,0,0,0
Frei_ph16,norfolk,MR,131.4,0.36,1,1,0,0,1,0,1,0,0,0
Frei_ph17,norfolk,MR,206,0.37,1,1,1,0,1,0,1,0,0,0
Frei_ph18,norfolk,MR,-44,0.3,1,1,0,0,0,0,1,0,0,0
Frei_ph19,norfolk,MR,120.4,0.39,0,0,1,1,1,0,1,0,0,0
Frei_ph20,norfolk,MR,322,0.47,0,0,0,1,0,0,1,0,0,1
Frei_ph21,norfolk,MR,54,0.27,0,1,0,0,0,0,0,0,0,0
Frei_ph22,norfolk,MR,319,0.4,1,1,1,0,1,0,1,0,0,0
Frei_ph23,norfolk,MR,118.2,0.41,1,1,0,0,0,0,1,0,0,0
Frei_ph24,norfolk,MR,400.9,0.42,0,1,1,0,0,0,1,0,0,0
Frei_ph25,norfolk,MR,273,0.43,0,1,1,1,1,0,1,0,0,0
Frei_ph26,norfolk,MR,224,0.44,0,1,1,1,0,0,1,0,0,0
Frei_ph27,norfolk,MR,184,0.38,0,1,0,0,1,0,0,0,0,0
Frei_ph28,norfolk,MR,344,0.44,0,0,0,1,1,0,1,0,0,0
Frei_ph29,norfolk,MR,54,0.39,0,0,0,1,1,0,1,0,0,0
Frei_ph30,norfolk,MR,326,0.46,0,0,1,1,1,0,1,0,0,0
Frei_ph31,norfolk,MR,354,0.5,0,0,1,1,1,0,1,0,0,0
Frei_ph32,norfolk,MR,361.8,0.48,1,1,0,1,1,0,1,0,0,0
Frei_ph33,norfolk,MR,344,0.46,1,1,0,0,1,0,1,0,0,0
Frei_ph34,norfolk,MR,321,0.47,0,1,1,1,0,0,1,0,0,0
Frei_ph35,norfolk,MR,472,0.45,0,0,0,0,0,0,0,0,0,0
Frei_ph36,norfolk,MR,64,0.4,0,0,0,0,0,0,0,0,0,0
Frei_ph37,norfolk,MR,331,0.45,0,1,0,0,0,0,0,0,0,0
Frei_ph38,norfolk,MR,331,0.43,0,1,0,0,0,0,0,0,0,0
Frei_ph39,norfolk,MR,346.5,0.59,0,0,1,1,0,1,1,0,0,0
Frei_ph40,norfolk,MR,376,0.53,0,0,0,1,1,0,1,0,0,1
Frei_ph41,norfolk,MR,376,0.56,0,1,1,0,1,1,1,0,0,1
Frei_ph42,norfolk,MR,362,0.55,0,0,0,1,0,0,1,0,0,1
Frei_ph43,norfolk,MR,318.5,0.52,0,0,1,1,1,0,1,0,0,0
Frei_ph44,norfolk,MR,309.8,0.5,0,0,0,0,1,0,1,0,0,0
Frei_ph45,norfolk,MR,409,0.56,0,1,1,1,1,0,1,0,0,0
Frei_ph46,norfolk,MR,266.54,0.46,0,1,1,1,1,0,1,0,0,0
Frei_ph47,norfolk,MR,185.5,0.39,0,1,0,0,0,0,1,0,0,0
Frei_ph48,norfolk,MR,266.54,0.43,0,1,0,0,0,0,1,0,0,0
Frei_ph49,norfolk,MR,316,0.43,1,1,1,1,1,0,1,0,0,0
Frei_ph50,norfolk,MR,29,0.35,0,1,1,0,1,1,0,0,0,0
Frei_ph51,norfolk,MR,126.4,0.4,1,1,1,0,1,0,1,0,0,0
Frei_ph52,norfolk,MR,99,0.41,1,1,1,1,1,0,1,0,0,0
Frei_ph53,norfolk,MR,365,0.42,1,1,0,1,1,0,1,0,0,0
Frei_ph54,norfolk,MR,155,0.35,1,1,0,1,0,0,1,0,0,0
Frei_ph55,norfolk,MR,384,0.41,0,0,0,1,1,0,0,0,0,1
Frei_ph56,norfolk,MR,-390,0.09,0,1,1,0,0,0,0,0,0,0
Frei_ph57,norfolk,MR,-36.3,0.27,1,0,0,0,0,0,0,0,0,0
Frei_ph58,norfolk,MR,147.3,0.34,0,1,1,1,1,0,1,0,0,0
Frei_ph59,norfolk,MR,148.2,0.38,0,0,1,1,1,0,1,0,0,0
Frei_ph60,norfolk,MR,292.8,0.44,0,0,1,1,1,0,1,0,0,0
Frei_ph61,norfolk,MR,298.2,0.47,0,1,1,0,1,0,1,0,0,0
Frei_ph62,norfolk,MR,292,0.5,0,0,0,1,1,0,1,0,0,0
Frei_ph63,norfolk,MR,336,0.48,0,0,0,1,1,1,1,0,0,0
Frei_ph64,norfolk,MR,452,0.5,0,0,0,1,1,0,1,0,0,0
Frei_ph65,norfolk,MR,399,0.47,0,0,0,1,1,1,1,0,0,0
Frei_ph66,norfolk,MR,378,0.5,0,0,0,1,1,0,1,0,0,0
Frei_ph67,norfolk,MR,334,0.5,0,0,0,1,1,0,1,0,0,0
Frei_ph68,norfolk,MR,259,0.5,0,0,0,1,0,1,1,0,0,0
Frei_ph69,norfolk,MR,384,0.52,0,0,0,1,1,1,1,0,0,0
Frei_ph70,norfolk,MR,317.7,0.47,0,0,0,1,1,1,1,0,0,0
Frei_ph71,norfolk,MR,318,0.57,0,0,0,0,1,0,1,0,0,0
Frei_ph72,norfolk,MR,507.6,0.67,0,0,0,1,1,0,1,0,0,0
Frei_ph73,norfolk,MR,376.6,0.42,1,1,0,1,1,0,1,0,0,0
Frei_ph74,norfolk,MR,331,0.46,0,0,0,0,1,0,1,0,0,0
Frei_ph75,norfolk,MR,356,0.47,0,0,0,0,1,0,1,0,0,0
Frei_ph76,norfolk,MR,491,0.51,0,0,0,1,1,0,1,0,0,0
Frei_ph77,norfolk,MR,322,0.49,0,0,1,1,1,0,1,0,0,0
Frei_ph78,norfolk,MR,357,0.49,0,0,0,1,1,0,1,0,0,0
Frei_ph79,norfolk,MR,326,0.48,0,1,0,1,1,0,1,0,0,0
Frei_ph80,norfolk,MR,351,0.49,0,0,1,1,1,0,1,0,0,0
Frei_ph81,norfolk,MR,376,0.46,0,0,1,0,1,0,1,0,0,0
Frei_ph82,norfolk,MR,331,0.48,0,0,1,0,1,0,1,0,0,0
Frei_ph83,norfolk,MR,346,0.5,0,0,0,1,1,0,1,0,0,0
Frei_ph84,norfolk,MR,271,0.47,0,0,0,1,1,0,1,0,0,0
Frei_ph85,norfolk,MR,168.1,0.39,0,0,1,1,1,0,1,0,0,0
Frei_ph86,norfolk,MR,56,0.37,0,1,0,0,0,0,0,0,0,0
Frei_ph87,norfolk,MR,97.1,0.36,1,1,1,0,1,0,1,0,0,0
Frei_ph88,norfolk,MR,263,0.34,0,0,1,1,1,0,1,0,0,0
Frei_ph89,norfolk,MR,129,0.28,0,1,1,0,0,0,0,0,0,0
Frei_ph90,norfolk,MR,-75,0.19,0,1,0,0,0,0,0,0,0,0
Frei_ph91,norfolk,MR,-46,0.3,1,1,0,0,1,0,0,0,0,0
Frei_ph92,norfolk,MR,-135,0.21,0,0,0,0,0,0,0,0,0,0
Frei_ph93,norfolk,MR,116,0.24,0,1,0,0,0,0,0,0,0,0
Frei_ph94,norfolk,MR,-26,0.21,0,0,0,0,0,0,0,0,0,0
Frei_ph95,norfolk,MR,150,0.25,0,1,0,0,0,0,0,0,0,0
Frei_ph96,norfolk,MR,320,0.39,0,0,0,1,1,0,1,0,0,0
Frei_ph97,norfolk,MR,212,0.36,0,1,1,0,1,0,1,0,0,0
Frei_ph98,norfolk,MR,227,0.35,0,0,0,0,1,0,1,0,0,0
Frei_ph99,norfolk,MR,207,0.35,0,1,0,0,1,0,1,0,0,0
HEMLEY 1,essex,AR,391,0.86,0,0,0,1,0,0,0,0,0,1
HEMLEY 10,essex,AR,258,0.5,1,0,1,0,0,0,1,0,0,0
HEMLEY 11,essex,AR,126,0.48,1,0,1,0,0,0,1,0,0,0
HEMLEY 12,essex,AR,204,0.49,1,0,0,1,0,0,1,0,0,0
HEMLEY 13,essex,AR,159,0.53,1,0,0,0,0,1,1,0,0,0
HEMLEY 14,essex,AR,4,0.01,1,0,0,0,0,0,0,0,0,0
HEMLEY 15,essex,AR,54,0.66,1,0,1,0,0,0,0,0,0,0
HEMLEY 16,essex,AR,104,0.53,1,0,1,0,0,0,0,0,0,0
HEMLEY 17,essex,AR,272,0.6,1,0,1,1,0,0,1,0,0,0
HEMLEY 18,essex,AR,272,0.53,0,1,1,0,0,0,1,0,0,0
HEMLEY 19,essex,AR,249,0.57,1,0,1,0,0,0,1,0,0,0
HEMLEY 2,essex,AR,319,0.66,0,1,1,1,1,1,1,1,0,0
HEMLEY 20,essex,AR,249,0.58,1,0,1,0,0,0,1,0,0,0
HEMLEY 21,essex,AR,272,0.65,1,1,1,1,1,1,1,1,0,0
HEMLEY 22,essex,AR,259,0.76,0,0,0,0,0,1,0,1,0,0
HEMLEY 23,essex,AR,304,0.9,0,0,0,1,0,0,0,0,0,1
HEMLEY 24,essex,AR,278,0.68,1,1,1,0,0,1,1,1,0,0
HEMLEY 25,essex,AR,304,0.69,0,0,0,1,0,0,1,0,0,0
HEMLEY 26,essex,AR,314,0.76,0,0,1,1,1,0,1,0,0,0
HEMLEY 27,essex,AR,203,0.62,1,0,1,0,0,0,1,0,0,0
HEMLEY 28,essex,AR,363,0.74,0,0,1,1,1,0,0,0,0,0
HEMLEY 29,essex,AR,169,0.56,1,0,1,0,0,0,1,0,0,0
HEMLEY 3,essex,AR,289,0.55,1,1,1,0,1,1,1,1,0,0
HEMLEY 30,essex,AR,320,0.76,0,0,1,1,1,0,1,0,0,0
HEMLEY 31,essex,AR,192,0.56,1,0,0,0,0,0,1,0,0,0
HEMLEY 32,essex,AR,149,0.54,1,0,1,0,0,0,1,0,0,0
HEMLEY 33,essex,AR,142,0.53,1,0,0,0,0,0,1,0,0,0
HEMLEY 34,essex,AR,376,0.74,0,0,1,1,0,0,0,0,0,0
HEMLEY 35,essex,AR,214,0.49,1,0,0,0,0,0,1,0,0,0
HEMLEY 36,essex,AR,194,0.53,1,0,0,0,0,0,1,0,0,0
HEMLEY 37,essex,AR,354,0.71,0,0,0,1,0,0,0,0,0,0
HEMLEY 38,essex,AR,282,0.55,0,0,1,0,1,0,1,0,0,0
HEMLEY 39,essex,AR,364,0.69,0,0,0,1,0,0,0,0,0,0
HEMLEY 4,essex,AR,217,0.39,1,0,0,0,0,0,1,0,0,0
HEMLEY 40,essex,AR,302,0.64,1,0,1,0,0,0,1,0,0,0
HEMLEY 41,essex,AR,336,0.62,0,0,0,1,0,0,0,0,0,0
HEMLEY 42,essex,AR,249,0.56,1,0,1,1,0,0,1,0,0,0
HEMLEY 43,essex,AR,279,0.53,1,1,1,0,0,1,1,0,0,0
HEMLEY 44,essex,AR,203,0.44,1,0,1,1,0,0,1,0,0,0
HEMLEY 45,essex,AR,-6,0.38,1,0,0,0,0,0,0,0,0,0
HEMLEY 46,essex,AR,304,0.57,0,0,1,0,1,0,1,0,0,0
HEMLEY 47,essex,AR,291,0.64,1,0,1,1,0,0,1,0,0,0
HEMLEY 48,essex,AR,199,0.45,1,0,1,0,0,0,1,0,0,0
HEMLEY 49,essex,AR,229,0.6,1,0,1,1,0,0,1,0,0,0
HEMLEY 5,essex,AR,304,0.37,1,0,1,0,0,1,1,1,0,0
HEMLEY 50,essex,AR,172,0.65,1,0,1,1,1,0,1,0,0,0
HEMLEY 6,essex,AR,139,0.37,1,0,0,0,0,0,1,0,0,0
HEMLEY 7,essex,AR,149,0.47,1,0,1,0,0,0,1,0,0,0
HEMLEY 8,essex,AR,169,0.4,1,0,1,0,0,0,1,0,0,0
HEMLEY 9,essex,AR,269,0.61,1,0,1,1,0,0,1,0,0,0
Hemley Nat 1,essex,NAT,149,0.09,0,1,0,0,0,0,0,0,0,0
Hemley Nat 10,essex,NAT,370,0.68,0,0,1,1,0,0,1,0,0,0
Hemley Nat 11,essex,NAT,269,0.63,1,1,1,0,0,1,1,1,0,0
Hemley Nat 12,essex,NAT,362,0.52,0,0,1,1,0,0,1,0,0,0
Hemley Nat 13,essex,NAT,362,0.57,0,0,0,1,0,0,1,0,0,0
Hemley Nat 14,essex,NAT,249,0.58,0,1,1,1,1,1,1,1,0,0
Hemley Nat 15,essex,NAT,282,0.64,0,0,1,1,0,1,1,0,0,0
Hemley Nat 16,essex,NAT,106,0.57,1,1,1,0,1,0,1,0,0,0
Hemley Nat 17,essex,NAT,304,0.57,0,1,0,1,1,1,1,0,0,0
Hemley Nat 18,essex,NAT,209,0.5,1,1,0,0,0,1,0,1,0,0
Hemley Nat 19,essex,NAT,258,0.4,0,1,0,0,1,1,1,1,0,0
Hemley Nat 2,essex,NAT,338,0.64,0,1,1,1,1,0,1,0,0,0
Hemley Nat 20,essex,NAT,272,0.44,1,1,0,0,0,1,0,1,0,0
Hemley Nat 21,essex,NAT,304,0.52,0,1,1,0,1,1,1,1,0,0
Hemley Nat 22,essex,NAT,304,0.44,0,1,0,0,1,1,1,1,0,0
Hemley Nat 23,essex,NAT,149,0.49,1,0,0,0,0,0,1,0,0,0
Hemley Nat 24,essex,NAT,304,0.51,0,1,0,0,1,1,1,1,0,0
Hemley Nat 25,essex,NAT,303,0.49,0,0,0,0,0,1,1,1,0,0
Hemley Nat 26,essex,NAT,247,0.13,0,1,0,0,1,0,0,0,0,0
Hemley Nat 27,essex,NAT,250,0.49,0,1,1,0,1,0,1,1,0,0
Hemley Nat 28,essex,NAT,250,0.48,0,1,1,1,1,0,1,1,0,0
Hemley Nat 29,essex,NAT,291,0.38,0,1,1,0,1,0,0,0,0,0
Hemley Nat 3,essex,NAT,262,0.54,1,1,1,0,1,1,1,1,0,0
Hemley Nat 30,essex,NAT,372,0.7,1,1,0,1,0,1,0,0,0,0
Hemley Nat 4,essex,NAT,315,0.6,1,1,1,1,0,0,1,1,0,0
Hemley Nat 5,essex,NAT,315,0.56,0,1,1,0,1,1,1,1,0,0
Hemley Nat 6,essex,NAT,302,0.57,0,0,1,1,1,0,1,0,0,0
Hemley Nat 7,essex,NAT,248,0.6,0,1,1,0,0,1,1,1,0,0
Hemley Nat 8,essex,NAT,309,0.64,0,0,1,1,0,0,1,0,0,0
Hemley Nat 9,essex,NAT,302,0.57,0,0,1,1,1,0,1,0,0,0
NTITCH 01,norfolk,AR,378,0.91,1,0,0,1,0,0,0,0,0,0
NTITCH 02,norfolk,AR,17,0.77,1,1,0,0,0,1,1,0,0,0
NTITCH 03,norfolk,AR,152,0.79,1,1,0,0,0,1,1,0,0,0
NTITCH 04,norfolk,AR,-97,0.78,1,1,0,0,0,0,1,0,0,0
NTITCH 05,norfolk,AR,139,0.83,0,1,0,1,0,1,1,0,0,0
NTITCH 06,norfolk,AR,246,0.85,1,0,0,0,1,1,1,0,0,0
NTITCH 07,norfolk,AR,329,1.16,0,0,0,0,0,0,0,0,0,1
NTITCH 08,norfolk,AR,357,0.83,1,1,1,0,1,1,1,0,0,0
NTITCH 09,norfolk,AR,479,0.78,1,0,0,1,0,0,1,0,0,0
NTITCH 10,norfolk,AR,363,0.79,0,1,1,0,1,1,1,0,0,0
NTITCH 11,norfolk,AR,437,0.93,0,1,1,1,0,1,1,0,0,0
NTITCH 12,norfolk,AR,326,0.96,0,0,0,0,0,0,1,0,0,0
NTITCH 13,norfolk,AR,444,0.87,1,0,1,0,0,0,1,0,0,0
NTITCH 14,norfolk,AR,268,0.66,0,1,0,1,1,1,1,0,0,0
NTITCH 15,norfolk,AR,486,0.45,0,0,0,1,0,0,0,0,0,0
NTITCH 16,norfolk,AR,441,0.84,0,0,0,1,0,0,0,0,0,0
NTITCH 17,norfolk,AR,96,0.63,1,1,0,0,0,1,1,0,0,0
NTITCH 18,norfolk,AR,174,0.56,1,1,0,0,1,1,1,0,0,0
NTITCH 19,norfolk,AR,164,0.57,1,1,1,0,1,0,1,0,0,0
NTITCH 20,norfolk,AR,143,0.54,1,1,0,0,1,1,1,0,0,0
NTITCH 21,norfolk,AR,260,0.62,1,0,1,1,1,0,1,0,0,0
NTITCH 22,norfolk,AR,204,0.56,0,0,0,1,0,0,0,0,0,0
NTITCH 23,norfolk,AR,190,0.61,1,0,1,0,1,1,1,0,0,0
NTITCH 24,norfolk,AR,179,0.6,0,1,1,1,1,0,1,0,0,0
NTITCH 25,norfolk,AR,128,0.6,0,1,1,1,0,1,1,0,0,0
NTITCH 26,norfolk,AR,88,0.6,0,1,1,1,0,1,1,0,0,0
NTITCH 27,norfolk,AR,168,0.59,0,1,1,1,1,0,0,0,0,0
NTITCH 28,norfolk,AR,274,0.65,0,0,0,1,0,0,0,0,0,0
NTITCH 29,norfolk,AR,161,0.53,1,0,1,1,1,0,1,0,0,0
NTITCH 30,norfolk,AR,306,0.53,1,1,1,1,0,1,0,0,0,0
NTITCH 31,norfolk,AR,165,0.49,0,1,1,1,1,1,0,0,0,0
NTITCH 32,norfolk,AR,144,0.54,1,1,1,1,0,0,1,0,0,0
NTITCH 33,norfolk,AR,272,0.5,1,0,0,0,0,1,1,0,0,0
NTITCH 34,norfolk,AR,258,0.59,0,1,1,1,0,1,0,0,0,0
NTITCH 35,norfolk,AR,170,0.55,1,0,0,1,0,1,1,0,0,0
NTITCH 36,norfolk,AR,376,0.52,1,1,1,1,0,0,0,0,0,0
NTITCH 37,norfolk,AR,244,0.59,1,1,0,1,0,0,1,0,0,0
NTITCH 38,norfolk,AR,197,0.64,1,1,1,1,0,1,1,0,0,0
NTITCH 39,norfolk,AR,-26,0.41,1,0,0,1,0,0,0,0,0,0
NTITCH 40,norfolk,AR,178,0.73,0,0,0,1,0,1,0,0,0,0
NTITCH 41,norfolk,AR,118,0.23,0,1,0,0,0,0,0,0,0,0
NTITCH 42,norfolk,AR,267,0.23,1,1,1,0,1,1,1,0,0,0
NTITCH 43,norfolk,AR,281,0.6,1,1,0,0,1,1,1,0,0,0
NTITCH 44,norfolk,AR,135,0.6,1,0,0,0,0,1,1,0,0,0
NTITCH 45,norfolk,AR,184,0.67,1,1,1,1,0,1,0,0,0,0
NTITCH 46,norfolk,AR,380,0.59,1,1,0,0,1,1,1,0,0,0
NTITCH 47,norfolk,AR,186,0.64,1,1,0,0,1,1,1,0,0,0
NTITCH 48,norfolk,AR,289,0.68,1,0,0,0,0,1,1,0,0,0
PAUL 01,humber,MR,369,1.11,0,0,0,0,0,0,0,0,0,1
PAUL 02,humber,MR,405,0.87,0,0,0,0,0,0,0,0,0,1
PAUL 03,humber,MR,392,0.74,0,0,0,0,0,0,0,0,0,1
PAUL 04,humber,MR,401,0.76,0,0,0,0,0,0,0,0,0,0
PAUL 05,humber,MR,392,0.81,0,0,0,0,0,0,1,0,0,0
PAUL 06,humber,MR,380,0.84,0,0,0,0,0,0,0,0,0,1
PAUL 07,humber,MR,403,0.87,0,0,0,0,0,0,0,0,0,1
PAUL 08,humber,MR,414,0.9,0,0,0,0,0,0,0,0,0,1
PAUL 09,humber,MR,369,0.94,0,0,0,0,0,0,0,0,0,1
PAUL 10,humber,MR,349,0.93,0,0,0,0,0,0,0,0,0,1
